Title	Caption	Region	Vol #	Negative #	Date	Photographer	City	Digital Collection	Subject	Publisher	Contributors	Type	Format	Repository	Repository Collection Guide	Contact and Ordering Information	Language	Relation	Rights	Audience	File name	Cite As	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Swamp Shooters Quarter Boat Life	Before leaving for work, crew members fill their canteens with ice-water.  Here C.C. Barton, student operator, fills his bottle as other crew members look on.	Southeast	70	50785	8/1/1947	Lee, Russell	Lake Arthur	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/38	38	39.jp2	/p16313coll52/image/39.jp2
Employees Faces	Operator making liquid level measurements on refinery drum	Southeast	68	505	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/39	39	40.jp2	/p16313coll52/image/40.jp2
Turnaround	750 pound cracking coil.  Workmen on top of unit during routine turn-around.  Periodically every unit in the refinery is stopped, checked, cleaned and repaired.	Southeast	68	739	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/40	40	41.jp2	/p16313coll52/image/41.jp2
Swamp Shooters Back-Packing Equipment	Back-packing portable seismographic equipment through the swamps requires a crew of several members.  Because of difficult transportation equipment is so designed that no piece weighs more than 35 pounds, which is considered the maximum that a man can car	Southeast	70	50789 M-19	8/1/1947	Lee, Russell	Lake Arthur	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/41	41	42.jp2	/p16313coll52/image/42.jp2
Turnaround	750 pound cracking coil.  Workmen on top of unit during routine turn-around.  Periodically every unit in the refinery is stopped, checked, cleaned and repaired.	Southeast	68	740	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/42	42	43.jp2	/p16313coll52/image/43.jp2
Swamp Shooters Back-Packing Equipment	At the end of the day's work each member of the seismograph crew washes mud from his trousers in that bayou water before boarding the bateau which takes him back to the quarter boat.	Southeast	70	50789 M-24	8/1/1947	Lee, Russell	Lake Arthur	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/43	43	44.jp2	/p16313coll52/image/44.jp2
Quitting Time	The Bayou Sara gate at quitting time.	Southeast	69	744	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/44	44	45.jp2	/p16313coll52/image/45.jp2
Turnaround	750 pound cracking coil.  Workmen on top of unit during routine turn-around.  Periodically every unit in the refinery is stopped, checked, cleaned and repaired.	Southeast	68	745	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/45	45	46.jp2	/p16313coll52/image/46.jp2
Swamp Shooters Preparing to Shoot	Priming centrifugal water pump.  Water under pressure is pumped from slush pit to a hydraulic drill which bores holes in which explosive charge is detonated.	Southeast	70	50792 M-37	8/1/1947	Lee, Russell	Lake Arthur	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/46	46	47.jp2	/p16313coll52/image/47.jp2
Turnaround	750 pound cracking coil.  Workmen on top of unit during routine turn-around.  Periodically every unit in the refinery is stopped, checked, cleaned and repaired.	Southeast	68	746	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/47	47	48.jp2	/p16313coll52/image/48.jp2
Swamp Shooters Back-Packing Equipment	J.L. Cortez, attached helper, helps A.W. Ladner, assistant operator with removing portable amplifier from his back in swamp seismograph operations.	Southeast	70	50793 M-4	8/1/1947	Lee, Russell	Lake Arthur	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/48	48	49.jp2	/p16313coll52/image/49.jp2
Quitting Time	The Bayou Sara gate at quitting time.	Southeast	69	747	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/49	49	50.jp2	/p16313coll52/image/50.jp2
Quitting Time	The Bayou Sara gate at quitting time.	Southeast	69	751	12/1/1943	Rosskam, Edwin and Louise	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/50	50	51.jp2	/p16313coll52/image/51.jp2
